"tweet_id","in_reply_to_status_id","in_reply_to_user_id","timestamp","source","text","retweeted_status_id","retweeted_status_user_id","retweeted_status_timestamp","expanded_urls"
"306208905200025600","","","2013-02-26 01:07:46 +0000","<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>","Manage your PDFs the right way with PDF Stacks #giveaway at @makeuseof. Join now! http://t.co/mqkIb0nNJ1","","","","http://www.makeuseof.com/tag/pdfstacks-managing-reading-and-searching-your-pdfs-made-easy-giveaway/"
"299986754834944000","","","2013-02-08 21:03:10 +0000","web","RT @GregKapfhammer: The Department of Computer Science at @alleghenycol is hiring a tenure-track assistant professor! Share and apply: h ...","299597798914007042","361673478","2013-02-07 19:17:36 +0000","http://is.gd/F4TwSU"
"298312705260003329","","","2013-02-04 06:11:05 +0000","web","RT @greatbong: 49-ers. A good name for the youth wing of an Indian political party.","298240033490608129","18745932","2013-02-04 01:22:19 +0000",""
"282939211886260224","","","2012-12-23 20:02:19 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @chetan_bhagat: A sexually repressed population and a culture of power abuse, what happened in Delhi was the worst of these aspects i ...","281446344655241216","44588485","2012-12-19 17:10:12 +0000",""
"276451630537375744","","","2012-12-05 22:22:59 +0000","<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>","Stop building apps no one wants. Pitch your idea in minutes. Be the first to adopt awesome new ideas. via @LaunchSky http://t.co/Kz12RcI1","","","","http://launchsky.com"
"271699340400160769","271677742217564160","359798875","2012-11-22 19:39:05 +0000","web","@shaanlu sounds delicious!","","","",""
"264118104815181825","","","2012-11-01 21:33:59 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","http://t.co/JOFkYfM3","","","","http://twitter.com/Dibyo13/status/264118104815181825/photo/1"
"263130043444781057","","","2012-10-30 04:07:45 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @YourAnonNews: No, #Sandy is not evidence of God's wrath. It's evidence of our refusal to even discuss climate change &amp; global wa ...","263111097370947584","279390084","2012-10-30 02:52:28 +0000",""
"260593380709498880","","","2012-10-23 04:07:58 +0000","<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>","Barack Obama vs Mitt Romney - Epic Rap Battles of History!    http://t.co/YN1NJCvn","","","","http://www.youtube.com/watch?v=dX_1B0w7Hzc"
"259885759996248065","","","2012-10-21 05:16:08 +0000","web","RT @sardesairajdeep: And oh yes, Shubho saptami to all!","259871175214239744","56304605","2012-10-21 04:18:11 +0000",""
"258021159570923521","","","2012-10-16 01:46:52 +0000","<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>","Secret recordings uncover NYPD's #stopandfrisk in action. @TheNation (via @Upworthy) http://t.co/CJuiKOiZ","","","","http://www.upworthy.com/meet-the-17-year-old-who-blew-the-lid-off-racial-profiling-with-his-ipod?g=2"
"255129141937057794","","","2012-10-08 02:15:02 +0000","web","Got my copy of Pax Indica signed by @ShashiTharoor !","","","",""
"253687336016175107","","","2012-10-04 02:45:48 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @BarackObama: RT if you're on #TeamObama tonight.","253686037140877312","813286","2012-10-04 02:40:39 +0000",""
"253673321751797761","","","2012-10-04 01:50:07 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @truthteam2012: FACT: If Romney pays for his tax plan as he's promised, middle-class families with kids could see their taxes increas ...","253664864688566272","340333435","2012-10-04 01:16:31 +0000",""
"253670438704660481","","","2012-10-04 01:38:40 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","I like green energy as well. ...Romney did not just say that","","","",""
"253668455075700738","","","2012-10-04 01:30:47 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @neiltyson: Hmm. Obama &amp; Romney spent 22 min on job-creation with hardly a sentence on the seminal role of sci-tech innovation in ...","253667628231557120","19725644","2012-10-04 01:27:30 +0000",""
"253667081470500864","","","2012-10-04 01:25:19 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Upworthy: Did @MittRomney just say he doesn't support his own tax plan? @MittRomney","253665285075243008","524396430","2012-10-04 01:18:11 +0000",""
"248924081553018880","","","2012-09-20 23:18:20 +0000","<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>","Congrrrraaaatulationssss. Piiirrracy is legal now?!?! Arrrrrrr! (via @Upworthy) http://t.co/YeVsYBGN","","","","http://www.upworthy.com/congrrrratulationsss-piiirrracy-is-legal-now-arrrrrrr?g=2&c=utw1"
"247525256951132160","","","2012-09-17 02:39:55 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","http://t.co/Rume8kVp","","","","http://twitter.com/Dibyo13/status/247525256951132160/photo/1"
"247028700338606080","","","2012-09-15 17:46:46 +0000","<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>","First Look: iPhone 5: http://t.co/GT9KgZQu via @youtube","","","","http://youtu.be/rdIWKytq_q4"
"245873672735297537","","","2012-09-12 13:17:06 +0000","web","RT @alleghenycol: Also in the annual US News rankings, Allegheny is the #1 Up-and-Coming liberal arts college in the country! http://t.c ...","245872859724005376","5865752","2012-09-12 13:13:52 +0000","http://ow.ly/dExtt"
"237040281722179585","","","2012-08-19 04:16:21 +0000","web","RT @sergeybratus: Fortune cookies are an early form of Twitter. #RandomRevelations","236997512777584640","354406010","2012-08-19 01:26:24 +0000",""
"236502617117827072","","","2012-08-17 16:39:52 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @bibekdebroy: Good idea to get out of fossil fuels. Only provides fuel to fossils.","236445632884256768","47543773","2012-08-17 12:53:26 +0000",""
"234111215817863168","234106377189093378","62713836","2012-08-11 02:17:18 +0000","web","@romapancake I tried too...all in vain","","","",""
"234033924949544960","234025931453378560","62713836","2012-08-10 21:10:10 +0000","web","@romapancake This is what I did all day!","","","",""
"232262535125008385","","","2012-08-05 23:51:18 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @mojorojo: Hey America, new rule. Impulse control or gun control. Choose. If you don't have one, you just get the other. K?","232177074805288960","18872373","2012-08-05 18:11:42 +0000",""
"232261716694667264","","","2012-08-05 23:48:03 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @GregKapfhammer: Do you use #Ubuntu on a laptop? This Web site will remind you about the multitouch gestures supported by this OS: ht ...","232240782457843714","361673478","2012-08-05 22:24:52 +0000","http://is.gd/obrNMy"
"231513424536952832","231384714110455808","332641659","2012-08-03 22:14:36 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@Treyskie @jthompson016 @NsaRisto @Ehkiru @stefanboesen I'm gonna try my best to make it.","","","",""
"230409753287860224","","","2012-07-31 21:09:00 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Building Wars all day long!","","","",""
"229032889617092608","","","2012-07-28 01:57:50 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @NsaRisto: Haha Chris Brown singing don't wake me up. Next song Katy Perry singing wide awake. #collaboration","228979292195926017","424503034","2012-07-27 22:24:52 +0000",""
"227594006912188416","","","2012-07-24 02:40:14 +0000","web","RT @SalmanRushdie: If by some bizarre chance there turns out to be a god, @NBABallerHoller, I'm willing to bet he's an atheist too.","227573738206535680","373416209","2012-07-24 01:19:41 +0000",""
"227593758357721088","","","2012-07-24 02:39:15 +0000","web","RT @romapancake: People who don't understand the difference between Reply and Reply All should be banned from email forever.","227584405315665920","62713836","2012-07-24 02:02:05 +0000",""
"225778399665344513","","","2012-07-19 02:25:39 +0000","web","RT @fina_land: Paul Revere's cover charge is way too high - Zach @zachtyler #FreedomTrail #Bostonproblems","225776961916649473","612259269","2012-07-19 02:19:57 +0000",""
"222320672079216640","","","2012-07-09 13:25:53 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Day 1 at Big Blue...","","","",""
"219851590377545729","","","2012-07-02 17:54:38 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @GregKapfhammer: Yes, you can use less watts on your laptop! Here are some useful tips for saving power in recent versions of Ubuntu: ...","219832244695605248","361673478","2012-07-02 16:37:46 +0000","http://is.gd/5rnG9c"
"219459070103527425","219294282840932352","612259269","2012-07-01 15:54:54 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@fina_land I can send you a selection and then you can choose....did you attend an Indian wedding?","","","",""
"219208926246354944","219186862735106048","332641659","2012-06-30 23:20:55 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@Treyskie I was thinking Daycon but anything in general too. Keep me in the loop","","","",""
"219208603276558336","219197925467758593","545392596","2012-06-30 23:19:38 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@jthompson016 thank you sir. Enjoy the #Thai and don't forget your daily dose of #gelato #gelatohackers","","","",""
"219207645544972289","219204315015938049","447090890","2012-06-30 23:15:50 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@FaithKaram you bet I will","","","",""
"219185811751583744","","","2012-06-30 21:49:04 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Chicago O'Hare needs free wifi","","","",""
"219185626719850496","219103146587328513","332641659","2012-06-30 21:48:20 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@Treyskie yes sir. Let's try to get a #Sismat ctf team up...","","","",""
"219185402400092160","219123344635736065","447090890","2012-06-30 21:47:26 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@FaithKaram you too. Keep instragramming!!!","","","",""
"219102041434361857","219086037346037760","332641659","2012-06-30 16:16:12 +0000","web","@Treyskie Different terminals then, I think...have a safe flight #HackerHacker","","","",""
"219072084935061507","219053502813585413","332641659","2012-06-30 14:17:09 +0000","web","@Treyskie  what terminal are you going to be in? And when is your flight?","","","",""
"218855518347853824","","","2012-06-29 23:56:36 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","gelato time @mlocasto ?","","","",""
"217068959277649922","","","2012-06-25 01:37:27 +0000","web","#SISMAT2012 theme http://t.co/C0qSAvEd","","","","http://www.youtube.com/watch?v=IZYQILfxHiw"
"192830507002769410","","","2012-04-19 04:22:30 +0000","web","RT @GhenyProblems: Serious talk for a moment: everyone should thank @danieljflowers and @cmagovern for their updates on #acgunman since  ...","192826589724160001","371994865","2012-04-19 04:06:56 +0000",""
"192819559621857281","","","2012-04-19 03:39:00 +0000","web","RT @SydtheGingKid: I'm going to say it again. Hopefully he's not as good at hide n seek as bin laden. #acgunman #toosoon","192818893281169408","22877069","2012-04-19 03:36:21 +0000",""
"192819139201605632","192818661168398338","331324923","2012-04-19 03:37:19 +0000","web","@macmanda2890 MUST BE ALL TAN. #acgunman #KeithGreenFest","","","",""
"192803171654041600","","","2012-04-19 02:33:52 +0000","web","RT @PerlmanAlex: Allegheny college republicans blame Barack Obama for not catching AC gunman.....
#tanontanman #acgunman","192802953906761729","373154825","2012-04-19 02:33:00 +0000",""
"192770064250978306","","","2012-04-19 00:22:19 +0000","web","RT @TheRealJohnWatt: It's obvious the gunman is only here for Springfest.  I mean, he did go straight to the Octagon #ghenyproblems","192669413479165953","518892083","2012-04-18 17:42:22 +0000",""
"192770026447708161","","","2012-04-19 00:22:10 +0000","web","RT @GhenyProblems: That awkward moment when Allegheny's own @cmagovern is tracking the #acgunman better then the police #ghenysolutions","192712737292423168","371994865","2012-04-18 20:34:31 +0000",""
"192671491215720448","","","2012-04-18 17:50:37 +0000","<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>","“""@libbyfrick1 The only reason allegheny cancels class is for a gunman on north main street #ghenyproblems""” http://t.co/PyvP1CFv","","","","http://sfy.co/os4"
"188304987540037633","","","2012-04-06 16:39:42 +0000","<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>","Vote for me to win a paid summer internship through @aboutdotme. http://t.co/8D7h05pB","","","","http://about.me/dibyom"
"180649285145202688","","","2012-03-16 13:38:40 +0000","web","RT @chetan_bhagat: Now we know why India helped make Bangladesh.","180627057460527106","44588485","2012-03-16 12:10:21 +0000",""
"179709182927306753","","","2012-03-13 23:23:02 +0000","web","RT @BollywoodGandu: Rameez Raja making fun of Ajit Agarkar is like Anu Malik making fun of Pritam. #ABunchOfMorons","179532708408602624","70652594","2012-03-13 11:41:47 +0000",""
"179708544885592064","","","2012-03-13 23:20:30 +0000","web","RT @alleghenygreen: Allegheny is a finalist for Second Nature's 2012 Climate Leadership Award. Check out our video... http://t.co/n22KUV5s","179572761176453121","148434562","2012-03-13 14:20:57 +0000","http://fb.me/1s5mKZoLx,http://fb.me/1s5mKZoLx"
"178187972724797440","","","2012-03-09 18:38:17 +0000","web","RT @quizderek: #dravid Some champions choose the moment and the hour they want to walk into the sunset. Lesser mortals just fade away","178187769858887680","120965579","2012-03-09 18:37:29 +0000",""
"178187398591688704","","","2012-03-09 18:36:01 +0000","web","RT @FarOutAkhtar: To Rahul Dravid. Thank you for not just being a great cricketer but also by far, the most admirable ambassador of the  ...","178185313691238400","97865628","2012-03-09 18:27:43 +0000",""
"178187350973759488","","","2012-03-09 18:35:49 +0000","web","Tweeting because @romapancake told me to!","","","",""
"173942098016468992","","","2012-02-27 01:26:42 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @quizderek: Hockey is our first love.Cricket is our rich girlfriend","173809480788746240","120965579","2012-02-26 16:39:44 +0000",""
"169117570442596352","","","2012-02-13 17:55:45 +0000","<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>","I just discovered @wavii - auto-magical news feeds for any topic (seriously!). Join for early access, https://t.co/CxPz2ps","","","","https://wavii.com/i/yTpfD"
"167707553684393984","","","2012-02-09 20:32:51 +0000","web","RT @jadudm: Meadville hosts road-tripping entrepreneurial makers @pocketfactory22 http://t.co/cNfoFP5I @bilalghalib","167002462849474561","28472174","2012-02-07 21:51:04 +0000","http://sites.allegheny.edu/news/2012/02/07/pocket-factory-22-founders-to-talk-about-innovative-sustainable-modes-of-manufacturing/,http://sites.allegheny.edu/news/2012/02/07/pocket-factory-22-founders-to-talk-about-innovative-sustainable-modes-of-manufacturing/"
"151458808223371264","","","2011-12-27 00:26:08 +0000","<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>","Check out Rachel  Kosla 's fundraising page for Liberty in North Korea, LiNK on http://t.co/dBNQXik http://t.co/kx3R5FP","","","","http://StayClassy.org,http://www.stayclassy.org/fundraise?fcid=145253"
"150794487558455296","","","2011-12-25 04:26:22 +0000","web","RT @jesus: Birthday party is the same theme as last year!","150770022933999616","8943","2011-12-25 02:49:09 +0000",""
"148604896785072128","","","2011-12-19 03:25:42 +0000","web","RT @romapancake: If you ever use the abbreviation ""leggo"" instead of ""let's go,"" which is ALREADY a contraction, I will think you are an ...","148593124455874561","62713836","2011-12-19 02:38:56 +0000",""
"148478613774274561","","","2011-12-18 19:03:54 +0000","web","RT @jadudm: @MHFridge Awesome presentation. Good work.","148477672840904704","28472174","2011-12-18 19:00:10 +0000",""
"148170070621822976","","","2011-12-17 22:37:52 +0000","<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>","Join me in the fight for the #endofAIDS by adding your voice to the (2015)QUILT created by @joinRED and @ONEcampaign.  http://t.co/drkxHDG","","","","http://klout.com/perk/RED/2015QUILT?passalong=MjczLzg1NTY4Mzk4MDg3NzkzMTkzLzI&passalongSig=d2ff1ba8d6d06d4c1140c42bf5db7e9587dccfedebbaf963139e6466c4371689&n=tw&v=perks_completed"
"148169408739672064","","","2011-12-17 22:35:14 +0000","<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>","I earned the 'Making it Rain +K' achievement on @klout, check it out! http://t.co/RdqHErY","","","","http://klout.com/user/Dibyo13/achievements?n=tw&v=achievement_earned_modal"
"145341499620605952","","","2011-12-10 03:18:08 +0000","web","RT @ShashiTharoor: Heroism amid Kolkata hospital fire: nurses P.K.Vineetha &Remya Rajan saved 8 patients in female ward,died in valiant  ...","145335171011448832","24705126","2011-12-10 02:52:59 +0000",""
"142066405930577921","","","2011-12-01 02:24:05 +0000","web","Enter to win a new Canon 5D MK II camera body from @Adorama and Scott Bourne. Please RT. Info at: http://t.co/z3focy9","","","","http://goo.gl/UNFw0"
"134133862098944000","","","2011-11-09 05:02:59 +0000","<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>","Check this video out -- Everythings Amazing & Nobodys Happy http://t.co/S82729w via @youtube","","","","http://www.youtube.com/watch?v=8r1CZTLk-Gk&feature=share"
"129379986862903296","","","2011-10-27 02:12:47 +0000","web","RT @AnupamPkher: If you want to know what God thinks of money, just look at the people he gave it to.:)","129237860602744832","76294950","2011-10-26 16:48:01 +0000",""
"100909639096467456","","","2011-08-09 12:41:47 +0000","web","RT @FarOutAkhtar: Discovered: Water on Mars and a smooth stretch of road in Mumbai. The latter was harder to find.","100908763317403650","97865628","2011-08-09 12:38:18 +0000",""
"95780025374216192","","","2011-07-26 08:58:32 +0000","web","RT @V1SH4L: RT @punitdmalhotra: RT @FarOutAkhtar: ""When you go home, tell them of us and say, for your tomorrow, we gave our ... http:// ...","95771185098403840","41364508","2011-07-26 08:23:24 +0000",""
"91921067588857856","","","2011-07-15 17:24:24 +0000","web","RT @moni_butterfly: Janoo says in Mumbai it was 26/11 and 13/7. In NY it was 9/11, in London 7/7. In Pakistan it is 24/7.","91407314669678593","280098725","2011-07-14 07:22:56 +0000",""
"88195294671552513","","","2011-07-05 10:39:31 +0000","web","RT @V1SH4L: Ghulam Nabi Idiot.","88143188040220672","41364508","2011-07-05 07:12:28 +0000",""
"56212567823106048","","","2011-04-08 04:31:35 +0000","<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>","Stand with #annahazare to tackle #corruption in India. Sign the @Avaaz petition for the Jan #Lokpal Bill! http://t.co/eI1NBKt","","","","http://www.avaaz.org/en/stand_with_anna_hazare_fb/?twi"
"12945577696301056","","","2010-12-09 19:04:00 +0000","web","RT @chetan_bhagat: If you are classy, it does not mean you have to look down and sneer at the massy. For that's not classy at all.","12822348415635456","44588485","2010-12-09 10:54:20 +0000",""
"21799054557","","","2010-08-22 00:00:00 +0000","web","RT @Nair_Suresh: If our members of parliament can decide to give themselves 300% salary hike, can their voters decide to not pay 100% in ...","21724775972","66612094","2010-08-21 05:09:26 +0000",""
"20069432196","","","2010-08-01 00:00:00 +0000","<a href=""http://www.snaptu.com"" rel=""nofollow"">Snaptu</a>","RT @SrBachchan: RT @funnyorfact: @SrBachchan It costs 38 Trillion$ to create OXYGEN for 6 mnts 4all Human beings on earth. ""TREES DO IT FOR","","","",""
"19063650502","","","2010-07-21 00:00:00 +0000","<a href=""http://www.snaptu.com"" rel=""nofollow"">Snaptu</a>","RT @konkonas: RT @tejashdoshi: @konkonas You never know how strong you are until being strong is the only choice you have...","","","",""
"18265599456","18184258354","61180382","2010-07-11 00:00:00 +0000","web","@VodafoneIN Is it possible to access POP3 e-mail on my phone with Vodafone live?","","","",""
"17479390246","","","2010-07-01 00:00:00 +0000","<a href=""http://www.snaptu.com"" rel=""nofollow"">Snaptu</a>","RT @SrBachchan: T44 -""Ridicule is the tribute paid to the genius by the mediocrities"" O.W. Mediocre s you have been warned !!","","","",""
"17322140732","","","2010-06-29 00:00:00 +0000","web","RT @MaheshNBhatt: Random thoughts: A man is known by the company he avoids.","17251817189","53556894","2010-06-28 13:39:12 +0000",""
"17322296981","","","2010-06-29 00:00:00 +0000","web","RT @panditsaurabh: @SrBachchan Cristiano Ronaldo: - God sent me to earth to﻿ show people how to play football. Lionel Messi: -I never se ...","17250039881","135479183","2010-06-28 13:10:52 +0000",""
"17116917485","","","2010-06-26 00:00:00 +0000","web","RT @SrBachchan: T40 -The right to be heard, does not necessarily include the right to be taken seriously ..","17084712363","145125358","2010-06-26 11:08:58 +0000",""
"16951952306","","","2010-06-24 00:00:00 +0000","web","RT @priyankachopra: ""Trying to make someone fall in love with you is about as pointless as trying to control who you fall in love with."" ...","16947496939","18681139","2010-06-24 17:47:15 +0000",""
"16802296327","","","2010-06-22 00:00:00 +0000","web","RT @iyaz_ahamed: @SrBachchan sir, the reason there are so few who talk well in public is that there are so few who think in private.. To ...","16799321118","147059392","2010-06-22 21:19:12 +0000",""
"16627103155","","","2010-06-20 00:00:00 +0000","web","RT @Nanipopping: @SrBachchan A dialogue from a Southern Film say it in the same accent "" I will hit you so hard even Google will not be  ...","16608181656","44849570","2010-06-20 10:22:03 +0000",""
"16327788787","","","2010-06-16 00:00:00 +0000","web","RT @SrBachchan: T30 -'Fashion is a form of ugliness so intolerable we have to change it every six months'... ha ha , so true.. and three ...","16299981083","145125358","2010-06-16 11:43:45 +0000",""
